,Item Name,Comments,Price
431,"EVGA GeForce GTX 1650 SC ULTRA GAMING, 04G-P4-1057-KR, 4GB GDDR5, Dual Fan, Metal Backplate",,$169.99
432,StarTech.com 3 Port 2b 1a 1394 Mini PCI Express FireWire Card Adapter Model MPEX1394B3,,$72.99
433,LINKSYS WUSB6100M Next-Gen AC AC600 Mu-Mimo USB Adapter,,N/A
434,Linksys WUSB6300 USB 3.0 Wireless AC1200 Dual-Band Adapter,,N/A
435,StarTech.com 3 Port 2b 1a Low Profile 1394 PCI Express FireWire Card Adapter Model PEX1394B3LP,,$59.56
436,ASUS Dual GeForce RTX 2080 Ti DirectX 12 DUAL-RTX2080TI-A11G 11GB 352-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,"Get Control + Wolfenstein: Youngblood w/ purchase, limited offer","$1,169.99"
437,ASUS USB-AC68 Dual-band AC1900 USB 3.0 Wi-Fi Adapter with Included Cradle,,$86.99
438,Intel 9260NGW IEEE 802.11ac Bluetooth 5.0 - Wi-Fi/Bluetooth Combo Adapter,,$16.53
439,"Edimax EW-7822UAC Wireless AC1200 Dual-Band USB 3.0 Adapter, Complies to Draft 802.11ac and 802.11a/b/g/n Standards, Max. Wi-Fi Speed of 300Mbps (2.4GHz) and 867Mbps (5GHz)",,$39.99
440,"SYBA 8-Port RS-232 Serial PCI-Express, Revision 2.0; with Exar Chipset Model SI-PEX15041",,$46.99
441,"Rosewill RNX-AC1900PCEv2, Dual Band Wireless AC1900 Wi-Fi Adapter for Desktop, Up to 1300 Mbps (5.0 GHz) + 600 Mbps (2.4 GHz) Wireless Data Rates, PCI-Express Interface, 3 x External Antennas",,$54.99
442,StarTech USB300WN2X2C USB 2.0 300 Mbps Mini Wireless-N Network Adapter - 802.11n 2T2R WiFi Adapter,,$19.02
443,Addonics 2-Port USB 3.0 PCI Controller Model AD2U3PCI,,$45.55
444,StarTech.com 2 Port Low Profile Native RS232 PCIE Serial Card with 16550 UART Model PEX2S553LP,,$32.99
445,MSI Radeon RX Vega 56 DirectX 12 Vega 56 AIR BOOST 8G 8GB 2048-Bit HBM2 PCI Express x16 HDCP Ready CrossFireX Support Video Card,"+ $20 off w/ promo code VGASAV39B, limited offer",$379.99
446,StarTech.com 4 Port PCI Express PCIe Serial Combo Card - 2 x RS232 2 x RS422 / RS485 Model PEX4S232485,,$116.99
447,MSI Radeon RX 550 DirectX 12 RX 550 4GT LP OC 4GB 128-Bit GDDR5 PCI Express x16 (Uses x8) HDCP Ready Low Profile Video Card,,$139.99
448,ZOTAC GeForce GTX 1070 Ti DirectX 12 ZT-P10710C-10P 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card - AMP! Edition,,$649.00
449,Rosewill RNX-AC1200UBv2 - USB 3.0 Dual Band Wireless AC1200 Wi-Fi Adapter,,$28.99
450,XFX Radeon RX 550 DirectX 12 RX-550P4SFG5 4GB 128-Bit DDR5 PCI Express 3.0 Video Card,,$129.99
451,SIIG CyberSerial Dual PCIe 2 9-pin Serial Ports (16950 UART) to PCI Express System Model JJ-E10D11-S3,,$43.33
452,SIIG 3-Port FireWire 800 PCIe Card Model NN-E38012-S3,,$58.58
453,Intel NCSM2485.DK Modvius Neural Computer Stick 2 with Myriad X VPU,,$71.70
454,SoNNeT Tempo PCI-Express 2.0 Card with 4 External eSATA Ports Model TSATA6-PRO-E4,,$187.83
455,EVGA GeForce 8400 GS DirectX 10 01G-P3-1302-LR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,,$39.99
456,DIAMOND Radeon HD 6450 DirectX 11 6450PE31G 1GB 64-Bit GDDR3 PCI Express 2.1 x16 HDCP Ready CrossFireX Support Video Card,,$48.99
457,Silverstone ECM24 M.2 NVMe SSD to PCIe 3.0 x4 adapter with heatsink,,$35.99
458,Silverstone ECM25 M.2 NVMe SSD to PCIe 3.0 x4 adapter,,$35.99
459,"Rosewill RNX-AC2030PCE, Dual Band Wireless AC2030 Wi-Fi Adapter, Up to 1730 Mbps (5.0 GHz) + 300 Mbps (2.4 GHz) Wireless Data Rates, PCI-Express Interface, 2 x External Antennas, Bluetooth 5.0",,$74.99
460,StarTech 2 Port PCI Parallel Adapter Card - EPP/ECP,,$48.29
461,Netgear A6210-100PAS AC1200 Wi-Fi USB Adapter High Gain Dual Band USB 3.0,,N/A
462,"Edimax EW-7822ULC AC1200 Dual-Band Nano Wi-Fi Adapter, Nano Size Lets You Plug it and Forget It",,$34.99
463,StarTech.com TB31PCIEX16 Thunderbolt 3 PCIe Expansion Chassis - Thunderbolt 3 to 16 x PCIe - Aluminum - PCIe SSD - External PCIe Enclosure - PCIe Slot,,$249.80
464,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,,$41.50
465,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060IXOC-6GD rev. 2.0 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,"Get Control + Wolfenstein: Youngblood w/ purchase, limited offer",$349.99
466,SYBA 2 Ports PCI Parallel Card Model SY-PCI10002,,$13.99
467,"SAPPHIRE Radeon RX 570 11266-70-21G 16GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card, Grin Coin Edition","Get 3 months of Xbox Game Pass for PC with purchase, limited offer",$339.99
468,Intel 7260 IEEE 802.11ac Bluetooth 4.0 - Wi-Fi/Bluetooth Combo Adapter for Notebook,,$26.97
469,PowerColor AMD Radeon RX 5700 8GB GDDR6 AXRX 5700 8GBD6-M3DH,"Get 3 months of Xbox Game Pass for PC with purchase, limited offer",$349.99
470,StarTech PEXUSB311AC2 Dual Port USB 3.1 Card – 1x USB-C – 1x USB-A – 10Gbps per port – Expansion Card – USB 3.1 PCI-E Card – USB 3 PCI,,$37.99
471,VisionTek 2 Port USB 3.0 x1 PCIe SFF Bus Powered Internal Card Model 900869,,$24.15
472,"SYBA PCI-Express 2.0 x 1, 1-Port DB25 Parallel Printer (LPT1) Card Model SI-PEX10011",,$19.99
473,SYBA Mini PCI-Express USB 3.0 Host Controller Card Model SD-MPE20215,,$25.99
474,StarTech.com PCI Express to 4 Slot PCI Expansion System Model PEX2PCI4,,$367.99
475,SYBA 2 Serial 1 Parallel PCI-e Controller Card with Low Profile Brackets Model SI-PEX50054,,$16.39
476,MSI GeForce RTX 2080 DirectX 12 RTX 2080 SEA HAWK 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,"Get Control + Wolfenstein: Youngblood w/ purchase, limited offer",$699.99
477,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060WF2OC-6GD 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,,$355.00
478,SYBA 4 Port SATA III Mini PCI-e Controller Card Model SI-MPE40125,,$29.99
479,"Visiontek Radeon HD 7750 SFF 1GB DDR3 3M (2 x HDMI, Mini DP), 900574",,$152.99
480,SYBA USB 3.0 PCI-e Card with HDD Power Connector (3 + 1 Ports) Model SD-PEX20080,,$21.79
481,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060G1 GAMING-6GD REV 2.0 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,,$349.00
482,"GIGABYTE GeForce GTX 1650 MINI ITX OC 4G Graphics Card, Mini ITX Form Factor, 4GB 128-Bit GDDR5, GV-N1650IXOC-4GD Video Card",,$171.20
483,Creative Sound Blaster Audigy SE 7.1 Channels PCI Interface Sound Card,OUT OF STOCK,$45.99
484,SYBA M.2 (NGFF) & mSATA SSD to SATA III with Standard & Low Profile Brackets Model SI-ADA50067,,$15.99
485,StarTech PEXUSB311A1E USB 3.1 PCIe Card - 2 port - 1 x USB-A and 1 x eSATA - 10Gbps - USB 3.1 Card - eSATA Card - USB 3.1 Expansion Card,,$49.63
486,ASUS AREZ RX 560 O2G OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (AREZ-RX560-O2G-EVO),"Get 3 months of Xbox Game Pass for PC with purchase, limited offer",$139.99
487,MSI GeForce GTX 1070 DirectX 12 GTX 1070 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,,$599.00
488,"SYBA Dual M.2 NVMe Ports to PCIe 3.0 x16 Bifurcation Riser Controller - Support Non-BiFurcation Motherboard, SI-PEX40129",,$199.95
489,SIIG USB 3.0 4-Port PCIe i/e Model JU-P40212-S1,,$39.49
490,Linksys WUSB6400M AC1200 MU-MIMO Wi-Fi Adapter,,N/A
491,"StarTech.com AC600 Wireless-AC Network Adapter - 802.11ac, PCI Express - Dual Band 2.4 GHz and 5 GHz Wireless Network Card",,$40.99
492,"SYBA Parallel 1 Port PCI-e Controller Card with Full & Low Profile Brackets, WCH382L Chipset Model SI-PEX10010",,$14.95
493,StarTech.com PCI Express to 2 PCI & 2 PCIe Expansion Enclosure System - Full Length,,$349.99
494,MSI VENTUS GeForce RTX 2070 SUPER VENTUS OC GeForce RTX 2070 SUPER Graphic Card - 8 GB GDDR6,,$538.80
495,StarTech  2 Port USB A Female Low Profile Slot Plate Adapter Model USBPLATELP ,,$7.64
496,VANTEC Quad Chip 4-Port Dedicated 5Gbps USB 3.0 PCIe Host Card Model UGT-PCE430-4C,,$74.99
497,ASUS Dual Band 2.4 GHz 5 GHz USB Wi-Fi Wireless Adapter (USB-AC55 B1),,$51.99
498,"Visiontek Radeon HD 7750 2GB GDDR5 6M (6 x Mini DP), 900614",,$235.99
499,ASUS Turbo GeForce RTX 2070 DirectX 12 TURBO-RTX2070-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,,$549.50
500,StarTech PEX867WAC22  PCI Express AC1200 Dual Band Wireless-AC Network Adapter - PCIe 802.11ac WiFi Card,,$66.99
501,GIGABYTE GeForce RTX 2080 SUPER DirectX 12 GV-N208STURBO-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,,$881.48
502,MSI NVIDIA GeForce GTX 1660 Ti VENTUS XS 6GB GDDR6 HDMI/3DisplayPort PCI-Express Video Card,,$297.86
503,StarTech.com USB150WN1X1 USB 2.0 Mini Wireless N Network Adapter,,$15.99
504,StarTech.com S322M225R M.2 to SATA Adapter - Dual Slot - for 2.5in Drive Bay - RAID -  M.2 SSD - M.2 Adapter - M.2 SSD Adapter,,$40.34
505,"Athena Power BP-SP127SAC a PCI Slot to 1 x 2.5"" SSD / HDD Hot-Swap SAS / SATA Backplane Module - Transfer Rate Up to 6 Gbps SAS (I, II) / SATA (I, II, III) - Drive Thickness Up to 7mm - OEM",,$17.99
506,Addonics AD25M2U.2 M.2 to U.2 Adapter,,$33.51
507,PENPOWER S360ASW1EN CREATE 360VIRTUAL TOURS W/PHONE,,$94.68
508,PENPOWER SHAW2GABEN EMBEDDED MEM WRITING PAD,,$105.18
509,PENPOWER SPPJEZP1TC WRITING PAD WITH LARGE PANEL,,$105.18
510,StarTech.com PEX40GQSFDPI Dual Port QSFP+ Server NIC Card - Intel XL710 Chip - 40gb NIC - PCIe Network Card - Network Interface Card - Server NIC,,$413.99
511,ASUS PCE-AC55BT B1 PCI Express AC1200 Dual-Band PCIe Wi-Fi Adapter Featuring Bluetooth 4.2,,$34.99
512,Rosewill RC-504 - PCIe FireWire 1394a Card - 2 + 1-Port (Two External + One Internal),,$31.99
513,TP-Link N150 Wireless High Gain USB Adapter (TL-WN722N),,$14.99
514,ASUS USB-N13 USB-N13 Pro N USB Adaptor,,$42.15
515,Intel 7260.HMWBNWB.R DUAL BAND WLS-N 7260 2x2 BGN BT HMC.,,$25.90
516,Sound Blaster Audigy Rx 7.1 Channel PCI-E Internal Soundcard,,$89.53
517,CIG 200010P Toner Cartridge For Lj 8100 8150 Mopier 320 (Alternative For Hp C4182X 82X) (20000 Yield),,$67.32
518,TP-Link Accessory TL-WN725N 150Mbps Wireless-N Nano USB Adapter ,,$26.29
519,"Transition Networks N-FXE-SC-02 Transition Network Adapter, Pcie Low Profile, 10 & 100 Ethernet 1300 Nm",,$124.18
520,EDIMAX EW-7822UAC Edimax Network EW-7822UAC AC1200 Wireless Dual-Band 802.11a/b/g/n USB Adapter ,,$50.92
521,(USB-N13) Wireless-N USB Adapter IEEE 802.11b/g/n USB 2.0 Up to 300Mbps Wireless Data Rates,,$45.87
522,"ASUS USB-N13 Network adapter USB 2.0 - 802.11b, 802.11g, 802.11n",,$45.87
523,TP-Link NT Wireless 150NB High Gain USB Adapter 2.4GHz 802.11n/b/g ,,$14.99
524,ASUS XONAR DSX 7.1 Channels PCI Express x1 Interface Audio Card,,$84.97
525,MSI NVIDIA GeForce GT 1030 2GD4 LP OC 2GB DDR4 HDMI/DisplayPort Low Profile,,$129.89
526,MSI NVIDIA GeForce GTX 1050 TI OC 4GB GDDR5 DVI/HDMI/DisplayPort PCI-Express,,$229.89
527,ZOTAC NVIDIA GeForce RTX 2060 Super MINI GAMING 8GB GDDR6 HDMI/3DisplayPorts,,$559.89
528,100 pack Inline Coupler Keystone Jack RJ45 Female to Female Cat6/Cat5e White,,$67.95
529,ASUS - VGA NVIDIA GT710-SL-2GD5-CSM GT 710 2GB GDDR5 HDMI VGA DVI,,$75.99
530,16GB nVIDIA Tesla V100 PCI Express 3.0 x16 Fhhl Module GPU HBM2 900-2G502-0300-000 H,,"$3,213.97"
531,Fashion Desktop PC case Switch Dual USB Ports Power Reset button LED lights Audio port Button W/ Dual USB Ports + Audio Mic ports,,$16.78
532,HIRO INCORPORATION H50334 HiRO H50334 Dual Band 802.11ac 11ac AC600 5G 433Mbps Wireless WiFi WLAN USB Network Adapter Windows 10 plug n play no driver installation needed Windows 8.1 8 7 Compatible,,$33.13
533,ZOTAC NVIDIA GeForce GTX 1660 Ti Twin Fan 6GB GDDR6 HDMI/3DisplayPorts pci-e,,$398.99
534,ZOTAC NVIDIA GeForce GTX 1660 Twin Fan 6GB GDDR5 HDMI/3DisplayPorts pci-e Video,,$329.99
535,Buy New 2 Port RS-232 Serial COM & 1 Port Printer Parallel LPT Port to PCI-E Adapter,,$21.75
536,GIGABYTE GeForce RTX 2080 Ti WINDFORCE 11G GDDR6 HDMI/3DisplayPort/USB Type-C,,"$1,599.99"
537,MSI NVIDIA GeForce GTX 1050 TI 4GB GDDR5 DVI/HDMI/DisplayPort Low Profile pci-e,,$229.99
538,GIGABYTE NVIDIA GeForce GTX 1050 Ti OC 4GB GDDR5 DVI/2HDMI/DisplayPort Low,,$265.99
539,"SYBA 2-Port SATA 6G Card, Mini PCI-Express Form Factor, non-RAID, ASM1061 Chipset Model SD-MPE40056",,$16.99
540,"1300Mbps USB WIFI Adapter - Wavlink Dual Band AC1300  Wireless USB 3.0 Adapter - 2.4GHz 400Mbps/5Ghz 867Mbps WPS & Soft AP, Support Windows XP/7/8/8.1/10, USB 3.0 Wifi Network LAN Card Dongle - Black",,$23.99
541,StarTech PEX2S1050 PCI Express Serial Card - 2 port - Dual Channel 16C1050 UART - Serial Port PCIe Card - Serial Expansion Card,,$40.99
542,Intel 8265 IEEE 802.11ac Bluetooth 4.2 - Wi-Fi / Bluetooth Combo Adapter for Notebook (8265.NGWMG.DTX1),,$20.94
543,SIIG 3 Ports FireWire 800 PCIe Card Model NN-FW0012-S1,,$63.99
544,MSI 131207 GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti 4G OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,$219.83
545,VANTEC 4-Port SuperSpeed USB 3.0 PCIe Host Card w/ Internal 20-Pin Connector Model UGT-PC345,,$18.47
546,VANTEC 3-Port USB 3.0 Type A/C PCIe Host Card Model UGT-PC331AC,,$42.89
547,VANTEC 2-Port USB 3.1 Gen II Type A/C PCIe Host Card Model UGT-PC371AC,,$43.99
548,MSI GeForce GTX 1070 Ti DirectX 12 GTX 1070 TI ARMOR 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,,$639.00
549,SYBA USB 3.0 PCI-e x1 2.0 Card with 2 External ports and internal 19 Pin USB 3.0 Header Model SD-PEX20139,,$19.98
550,XFX One R-Series Radeon HD 5450 DirectX 11 ON-XFX1-PLS2 1GB 64-Bit DDR3 PCI Express 2.1 HDCP Ready Low Profile Ready Plus Edition Video Card,,$109.99
551,"SYBA USB 3.0 4-port PCI-Express x1 Controller Card, VLI VL80x Chip Model SD-PEX20133",,$17.98
552,StarTech.com PEXUSB312EIC USB 3.1 PCIE Card - 5 Port - 1x USB-C - 2x USB-A - 1x 2 Port IDC - Internal USB Header Expansion - USB C PCIe Card,,$49.99
553,iStarUSA DD-766R-2U 2U PCIe x16 to PCIe x16 Reversed Riser Card,,$47.99
554,"ZOTAC GeForce GTX 1070 Mini, ZT-P10700G-10M, 8GB GDDR5",,$620.00
555,EVGA GeForce GT 730 DirectX 12 02G-P3-1733-KR 2GB 64-Bit DDR3 PCI Express 2.0 x8 Video Card,,$70.26
556,Silverstone Expansion Card Model SST-ECU03,,$39.99
557,SIIG 3-port 1394 (FireWire) PCI adapter Model NN-400012-S8,,$23.20
558,StarTech.com ICUSBAUDIO7 7.1 Channels USB Interface Stereo Audio Adapter External Sound Card,,$20.92
559,D-Link Wireless Dual Band AC600 Mbps USB Wi-Fi Network Adapter (DWA-171),,$32.78
560,ASUS STRIX RAID PRO 8 Channels Analog Playback: 44.1K / 48K / 88.2K / 96K / 176.4K / 192KHz  Analog Recording:44.1K / 48K / 88.2K / 96K / 176.4K / 192KHz PCI Express Interface Sound Card,,$154.99
561,BYTECC PCI to Parallel 1-Port Controller Card Model BT-P1P,,$6.99
562,Addonics AD2SA6GPX1 Two Sata III Ports PCI Express Add-On Card,,$43.83
563,"Rosewill RNX-AC1900UB, AC1900 Dual Band, Wireless Wi-Fi USB Adapter, 5 GHz and 2.4 GHz (1300 Mbps / 600 Mbps)",,$39.99
564,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,$259.94
565,Genuine Dell Latitude E6440 E6540 4KFGD 6 Cell 65WH Battery,,$68.99
566,"SYBA USB 3.0 3+1 Port PCI-e Card, Free Low Profile Bracket, Renesas Chipset Model SD-PEX20137",,$21.37
567,PowerColor RED DEVIL Golden Radeon RX 580 DirectX 12 AXRX 580 8GBD5-3DHG/OC 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,,$384.99
568,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti AERO ITX 4G OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,$222.01
569,Silverstone Dual Output Power Adapter Card Model SST-ECP01,,$12.99
570,SABRENT USB 3.0 4-Port PCI Express Card Model CP-4PTU,,$25.94
571,StarTech PEXHDCAP60L2 PCIe Video Capture Card - 1080P at 60 FPS - HDMI / VGA / DVI / Component - PC Capture Card - Internal Capture Card,,$233.99
572,SYBA PCI-Express 2-Port DB9 Serial (RS-232) Card Model SI-PEX15055,,$16.95
573,Sound BlasterX G6 Hi-Res 130db 32bit/384kHz Gaming DAC,,N/A
574,StarTech.com 1 Port eSATA + 1 Port SATA PCI Controller Card w/ LP Bracket Model PCIESATA2I,,$19.44
575,"EVGA GeForce RTX 2080 Graphic Card - 1.71 GHz Boost Clock - 8 GB GDDR6 - Dual Slot Space Required - 256 bit Bus Width - Fan Cooler - OpenGL 4.5, DirectX 12, Vulkan - 3 x DisplayPort - 1 x HDMI - PC -","Get Control + Wolfenstein: Youngblood w/ purchase, limited offer",$769.99
576,Jabra 14208-08 Link 370 USB adapter,,$58.99
577,SYBA PCI-Express 4-Port DB9 Serial (RS-232) Card Model SI-PEX15057,,$23.99
578,StarTech.com 8 Port PCI Express Low Profile 16C950 Serial Card Model PEX8S950LP,,$163.99
579,Digi TransPort WR21 DC Power Kit,,$30.99
580,"SYBA PCI-Express 2.0 x4, 1x M.2 M-Key and 1x M.2 B-Key Card Model SI-PEX40122",,$10.99
581,NETGEAR WNDA3100-100NAS USB 2.0 N600 Wireless Dual Band Adapter,,$48.99
582,"RIITOP PCI to PCI Express Adapter Card, PCI to PCIe Converter Riser Card Adapter for Desktop PC Mainboard","Limited time offer, ends 09/12",$27.95
583,TRENDnet TEW-809UB AC1900 High Power Dual Band Wireless USB Adapter,,$89.99
584,QNAP Dual-band AC2600 Wireless PCIe Expansion Card Model QWA-AC2600,,$159.23
585,"GIGABYTE GeForce RTX 2080 WINDFORCE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2080WF3-8GC Video Card",,$789.63
586,"SEDNA - PCI Express USB 3.1 Gen I ( 5Gbps ) 4 Port Adapter with Low Profile Bracket - Supports Windows, Linux and Mac Pro ( 2008 to 2012 Late Version ) , no need power connector",,$29.90
587,GIGABYTE GeForce GT 1030 DirectX 12 GV-N1030OC-2GI 2GB 64-Bit GDDR5 PCI Express x16 ATX Video Card,,$106.93
588,Creative SOUND BLASTERX G1 USB Interface Sound Card,,$32.80
589,SIIG SC-M20014-S1 M.2 NGFF SSD PCIe Card Adapter,,$20.39
590,Sonnet Echo Express III-R Thunderbolt 2 Expansion Chassis for PCIe Cards,,$830.99
591,"StarTech.com 7.1 channel sound card - PCI Express, 24-bit, 192KHz Model PEXSOUND7CH",,$53.04
592,XFX Radeon RX 580 DirectX 12 RX-580P427D6 4GB 256-Bit DDR5 PCI Express 3.0 CrossFireX Support GTS XXX Edition Video Card w/ Backplate,,$469.97
593,SYBA M.2 (B & M-Key) PCI-e interface Single Port Gigabit Ethernet Modules Model SI-PEX24054,,$18.79
594,HP Serial Port Adapter Model PA716A,,$33.79
595,XFX GTS Black Edition RX 580 8GB OC+ 1425MHz RX-580P8DBD6 DDR5 3xDP HDMI DVI With XFX Custom Backplate,,$199.99
596,"EVGA GeForce GT 1030 SC, 02G-P4-6333-KR, 2GB GDDR5, Low Profile",,$108.49
597,StarTech.com PEX40GQSFPI QSFP+ Server Network Card - PCIe 40Gbps - Converged Fiber NIC Adapter - Intel XL710 Chip (PEX40GQSFPI),,$365.99
598,StarTech.com ST5GPEXNB NBASE-T PCIe Network Card - 1 Port - 5G / 2.5G / 1G and 100Mbps - PCI Express Network Card - Multi Gigabit NIC Card,,$160.99
599,XFX Radeon RX 550 DirectX 12 RX-550P2SFG5 2GB 128-Bit GDDR5 PCI-E Video Card,,$89.99
600,Tenda W311M USB 2.0 Wireless N150 Nano Adapter,,$11.68
601,ASUS Radeon R7 240 DirectX 11.2 R7240-2GD3-L 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Low Profile Video Card,,$81.99
602,"SYBA 4 Serial Ports PCI-e Controller Card, w/ Fan-out Cable, Low Profile Bracket, Chipset (WCH384L) Model SI-PEX15038",,$28.99
603,MSI R560AI4C Radeon Aero ITX Displayport PCI Express Video Card,,$162.99
604,ASRock Phantom Gaming X Radeon RX 570 DirectX 12 RX570 4G OC 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,,$241.45
605,SUNIX SER6427A+L 1-port RS-232 PCI Express Board,,$35.99
606,"SYBA 7.1 Surround Sound, S/PDIF In/Out, Digital/Analog PCI-e Audio Card Model SD-PEX63081",,$36.50
607,StarTech.com PEX4S553B 4 Port RS232 PCI Express Serial Card w/ Breakout Cable,,$90.99
608,SIIG 1-Port RS232 Serial PCIe with 16950 UART Model JJ-E01111-S1,,$32.76
609,ASUS Phoenix GeForce GTX 1660 Ti PH-GTX1660TI-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,,$292.56
610,StarTech.com 4-port PCI Express USB 3.0 card Model PEXUSB3S42,,$32.99
611,Intel 7260HMWDTX1 PCIe x1 Dual Band Wireless-AC 7260 for Desktop,,$71.59
612,ASUS Phoenix GeForce GTX 1660 Ti PH-GTX1660TI-O6G 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,,$292.56
613,StarTech.com 4-port PCI Express USB 3.0 card Model PEXUSB3S42,,$32.99
614,Intel 7260HMWDTX1 PCIe x1 Dual Band Wireless-AC 7260 for Desktop,,$71.59
615,NEW nVidia TESLA K10 Kepler Accelerator Dual GPU 8GB Passive Server Graphic Card,,$497.00
616,"D-Link RangeBooster Wireless N USB Adapter (DWA-140), Wireless N300",,$26.39
617,MSI GTX 1050 TI 4GT OC GeForce GTX 1050 Ti Graphic Card - 1.34 GHz Core - 1.46 GHz Boost Clock - 4 GB GDDR5,,$206.93
618,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti 4GT OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,,$222.29
619,Sonnet Thunderbolt 3 Upgrade Card for Echo Express SEL (TB2 Edition),,$149.00
620,Creative X-Fi SB0670 High Quality PCI Sound Cards DTS Decoding Music Movie Games Original Desktop Computer Sound Card,,$39.99
621,XFX Radeon R7 240 R7-240A-2TS4 2GB 128-Bit DDR3 PCI Express 3.0 Video Card,OUT OF STOCK,N/A
622,"Enermax AP001 USB Interface DreamBass Genie, Audio with Built-in Amplifier",,$13.69
623,GIGABYTE AORUS Radeon RX 570 DirectX 12 GV-RX570AORUS-4GD 4GB 256-Bit GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card,,$358.33
624,Refurbished: ASUS Turbo GeForce GTX 1080 TURBO-GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Cards,,$349.99
625,"GIGABYTE AORUS GeForce RTX 2070 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N207SAORUS-8GC Video Card",,$930.90
626,SYBA 1 Port USB 3.1 Type-C PCI-E 3.0 x1 Model SD-PEX20186,,$28.99
627,Asus Xonar SE Sound Board,,$49.99
628,HAWKING HWDN2 USB 2.0 Hi-Gain Wireless-150N Dish Adapter,"Limited time offer, ends 09/15",N/A
629,StarTech.com 2 Port PCI RS422/485 Serial Adapter Card with 161050 UART Model PCI2S4851050,,$77.99
630,Tenda U9 USB 2.0 AC650 Wireless Dual Band Auto-Install USB Adapter,,$19.99
631,"Visiontek Radeon HD 4350 SFF DMS59 512MB DDR2 PCIe x1, 900308",,$73.29
632,"Intel 7260.HMWANWB.R IEEE 802.11 Dual Band N600 Mini PCI Express Wi-Fi plus Bluetooth 4.0 Combo Adapter, 2.4GHz 300Mbps/5GHz 300Mbps",,$44.23
633,"Sapphire Radeon NITRO+ RX 590 8GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP OC Video Card w/ Backplate AMD 50TH EDITION (UEFI), 11289-07-20G",,$350.99
634,"SYBA PCI-Express 2.0 x1, 2-Port DB9 Serial (RS-232) + 1-Port DB25 Parallel Printer (LPT1) Combo Card Model SI-PEX50103",,$21.99
635,"GIGABYTE GeForce GTX 1070 8GB WINDFORCE OC, GV-N1070WF2OC-8GD R2",,$525.00
636,"Tripp Lite 2-Port DB9 (RS-232) Serial PCI Card with 16550 UART, Full Profile (PCI-D9-02)",,$24.17
637,TRIPP LITE Add-On Cards                                                 Model PCE-1G-01,,$22.04
638,TRIPP LITE Add-On Cards                                                 Model PCE-1G-01-LP,,$23.18
639,Tenda W311MI USB 2.0 Wireless N150 Pico Adapter,,$13.95
640,SIIG 1-Port ECP/EPP Parallel PCI Model JJ-P01411-S1,,$22.05
641,Supermicro Riser Card Bracket for Slot-7 in SC504,,$13.99
642,EVGA GeForce GT 1030 DirectX 12 02G-P4-6232-KR 2GB 64-Bit SDDR4 PCI Express 3.0 Low Profile Ready Video Card,,$86.51
